home_team,away_team,game_date,result,home_goals,away_goals,referee,attendance,venue,home_ball_possession,away_ball_possession,home_goal_attempts,away_goal_attempts,home_shots_on_goal,away_shots_on_goal,home_shots_off_goal,away_shots_off_goal,home_blocked_shots,away_blocked_shots,home_free_kicks,away_free_kicks,home_corner_kicks,away_corner_kicks,home_offsides,away_offsides,home_goalkeeper_saves,away_goalkeeper_saves,home_fouls,away_fouls,home_yellow_cards,away_yellow_cards,home_formation,away_formation,home_players,away_players,home_substitutes,away_substitutes,substitutions_made,home_coach,away_coach
Aston Villa,Chelsea,4/2/2016,L,0,4,Swarbrick N. (Eng),31120,Villa Park (Birmingham),0.42,0.58,15,11,4,8,6,3,5,0,11,11,7,2,0,3,4,4,12,8,6,1,4 - 3 - 3,4 - 2 - 3 - 1,"[u'Ayew J.', u'Cissokho A.', u'Gestede R.', u'Gil C.', u'Gueye I.', u'Guzan B. ', u'Hutton A.', u'Lescott J.', u'Richards M. ', u'Sanchez C.', u'Westwood A.']","[u'Azpilicueta C.', u'Baba Rahman A.', u'Courtois T. ', u'Fabregas C.', u'Ivanovic B. ', u'Kenedy', u'Loftus-Cheek R.', u'Miazga M.', u'Mikel J. O.', u'Pedro', u'Remy L.']","[u'Bacuna L.', u'Bunn M. ', u'Grealish J.', u'Lyden J.', u'Okore J.', u'Sinclair S.', u'Veretout J.']","[u'Begovic A. ', u'Clarke-Salter J.', u'Falcao', u'Matic N.', u'Oscar', u'Pato', u'Traore B.']","[(u'Bacuna L.', u'Sanchez C.'), (u'Clarke-Salter J.', u'Pedro'), (u'Grealish J.', u'Gil C.'), (u'Lyden J.', u'Gueye I.'), (u'Oscar', u'Kenedy R.'), (u'Pato', u'Remy L.)(Penalty')]",Black E.,Hiddink G.
West Ham,Liverpool,1/2/2016,W,2,0,Madley R. (Eng),34977,Boleyn Ground (London),0.35,0.65,18,22,10,1,5,9,3,12,12,12,3,9,1,3,1,8,11,8,1,1,4 - 4 - 2,4 - 2 - 3 - 1,"[u'Adrian ', u'Antonio M.', u'Carroll A.', u'Collins J.', u'Cresswell A.', u'Kouyate C.', u'Lanzini M.', u'Noble M. ', u'Ogbonna A.', u'Tomkins J.', u'Valencia E.']","[u'Benteke C.', u'Can E.', u'Clyne N.', u'Coutinho', u'Firmino R.', u'Ibe J.', u'Lovren D.', u'Lucas Leiva ', u'Mignolet S. ', u'Moreno A.', u'Sakho M.']","[u'Jelavic N.', u'Jenkinson C.', u'Obiang P.', u'Payet D.', u'Randolph D. ', u'Song A.', u'Zarate M.']","[u'Allen J.', u'Bogdan A. ', u'Brannagan C.', u'Lallana A.', u'Randall C.', u'Smith B.', u'Toure K.']","[(u'Allen J.', u'Sakho M.'), (u'Jenkinson C.', u'Antonio M.'), (u'Obiang P.', u'Lanzini M.'), (u'Payet D.', u'Valencia E.'), (u'Lallana A.', u'Firmino R.'), (u'Smith B.', u'Moreno A.')]",Bilic S.,Klopp J.
Watford,Swansea,9/12/2015,W,1,0,Madley R. (Eng),20057,Vicarage Road (Watford),0.38,0.62,17,8,6,3,7,4,4,1,20,11,1,3,0,6,3,5,11,14,1,1,4 - 2 - 3 - 1,4 - 2 - 3 - 1,"[u'Abdi A.', u'Anya I.', u'Behrami V.', u'Capoue E.', u'Cathcart C.', u'Deeney T. ', u'Gomes H. ', u'Ighalo O.', u'Jurado J. M.', u'Nyom A.', u'Prodl S.']","[u'Ayew A.', u'Cork J.', u'Fabianski L. ', u'Fernandez F.', u'Gomis B.', u'Naughton K.', u'Routledge W.', u'Shelvey J.', u'Sigurdsson G.', u'Taylor N.', u'Williams A. ']","[u'Arlauskis G. ', u'Berghuis S.', u'Diamanti A.', u'Dyer L.', u'Holebas J.', u'Ibarbo V.', u'Oulare O.', u'Watson B.']","[u'Bartley K.', u'Emnes M.', u'Ki Sung-Yong', u'Eder', u'Montero J.', u'Nordfeldt K. ', u'Rangel A.', '']","[(u'Berghuis S.', u'Ighalo O.'), (u'Diamanti A.', u'Deeney T.'), (u'Ki Sung-Yong', u'Cork J.'), (u'Eder', u'Sigurdsson G.'), (u'Montero J.', u'Routledge W.'), (u'Watson B.', u'Abdi A.')]",Flores Q.,Monk G.
Tottenham,Stoke City,8/15/2015,D,2,2,Madley R. (Eng),36004,White Hart Lane (London),0.53,0.47,13,16,7,7,2,7,4,2,14,17,4,3,3,3,5,5,15,11,2,2,4 - 2 - 3 - 1,4 - 2 - 3 - 1,"[u'Alderweireld T.', u'Chadli N.', u'Davies B.', u'Dembele M.', u'Dier E.', u'Eriksen C.', u'Kane H.', u'Lloris H. ', u'Mason R.', u'Vertonghen J.', u'Walker K.']","[u'Afellay I.', u'Arnautovic M.', u'Butland J. ', u'Cameron G.', u'Diouf M.', u'Johnson G.', u'Muniesa M.', u'Pieters E.', u'van Ginkel M.', u'Walters J.', u'Whelan G. ']","[u'Alli D.', u'Bentaleb N.', u'Carroll T.', u'Lamela E.', u'Rose D.', u'Trippier K.', u'Vorm M. ']","[u'Adam C.', u'Crouch P.', u'Given S. ', u'Ireland S.', u'Joselu', u'Sidwell S.', u'Wollscheid P.']","[(u'Adam C.', u'Arnautovic M.'), (u'Bentaleb N.', u'Mason R.'), (u'Lamela E.', u'Kane H.'), (u'Ireland S.', u'van Ginkel M.'), (u'Joselu', u'Walters J.')]",Pochettino M.,Hughes M
Swansea,Crystal Palace,2/6/2016,D,1,1,Dean M. (Eng),20492,Liberty Stadium (Swansea),0.58,0.42,19,12,3,2,9,6,7,4,15,12,9,5,1,0,1,2,11,14,1,2,4 - 3 - 1 - 2,4 - 2 - 3 - 1,"[u'Ayew A.', u'Britton L.', u'Cork J.', u'Fabianski L. ', u'Fernandez F.', u'Paloschi A.', u'Rangel A.', u'Routledge W.', u'Sigurdsson G.', u'Taylor N.', u'Williams A. ']","[u'Adebayor E.', u'Cabaye Y.', u'Dann S.', u'Delaney D.', u'Hennessey W. ', u'Jedinak M. ', u'Lee Chung-Yong', u'Mutch J.', u'Souare P.', u'Ward J.', u'Zaha W.']","[u'Amat J.', u'Barrow M.', u'Fer L.', u'Gomis B.', u'Montero J.', u'Naughton K.', u'Nordfeldt K. ']","[u'Boateng H.', u'Campbell F.', u'Chamakh M.', u'Hangeland B.', u'Kaikai S.', u'Kelly M.', u'McCarthy A. ']","[(u'Boateng H.', u'Cabaye Y.'), (u'Barrow M.', u'Routledge W.'), (u'Campbell F.', u'Adebayor E.'), (u'Chamakh M.', u'Lee Chung-Yong'), (u'Gomis B.', u'Paloschi A.'), (u'Naughton K.', u'Rangel A.')]",Guidolin F.,Pardew A.
Manchester City,Southampton,11/28/2015,W,3,1,East R. (Eng),54102,Etihad Stadium (Manchester),0.46,0.54,15,12,8,8,1,2,6,2,17,16,6,4,2,6,7,5,14,11,2,1,4 - 2 - 3 - 1,4 - 2 - 3 - 1,"[u'Aguero S.', u'Caballero W. ', u'de Bruyne K.', u'Delph F.', u'Demichelis M.', u'Fernandinho', u'Kolarov A.', u'Otamendi N.', u'Sagna B.', u'Sterling R.', u'Toure Y. ']","[u'Bertrand R.', u'Davis S.', u'Fonte J. ', u'Long S.', u'Mane S.', u'Romeu O.', u'Stekelenburg M. ', u'van Dijk V.', u'Wanyama V.', u'Ward-Prowse J.', u'Yoshida M.']","[u'Bony W.', u'Clichy G.', u'Iheanacho K.', u'Navas J.', u'Fernando', u'Silva D.', u'Wright R. ']","[u'Caulker S.', u'Clasie J.', u'Davis K. ', u'Juanmi', u'Martina C.', u'Ramirez G.', u'Tadic D.']","[(u'Bony W.', u'Aguero S.'), (u'Caulker S.', u'Fonte J.'), (u'Juanmi', u'Ward-Prowse J.'), (u'Fernando', u'Delph F.'), (u'Silva D.', u'Sterling R.'), (u'Tadic D.', u'Romeu O.')]",Pellegrini M.,Koeman R.
Manchester United,Arsenal,2/28/2016,W,3,2,Pawson C. (Eng),75329,Old Trafford (Manchester),0.39,0.61,7,13,5,5,1,5,1,3,16,23,2,3,2,1,3,2,21,15,4,3,4 - 1 - 4 - 1,4 - 2 - 3 - 1,"[u'Blind D.', u'Carrick M. ', u'de Gea D. ', u'Depay M.', u'Herrera A.', u'Lingard J.', u'Mata', u'Rashford M.', u'Rojo M.', u'Schneiderlin M.', u'Varela G.']","[u'Bellerin H.', u'Cech P. ', u'Coquelin F.', u'Gabriel', u'Koscielny L. ', u'Monreal N.', u'Ozil M.', u'Ramsey A.', u'Sanchez A.', u'Walcott T.', u'Welbeck D.']","[u'Fosu-Mensah T.', u'Januzaj A.', u'McNair P.', u'Pereira A.', u'Riley J.', u'Romero S. ', u'Weir J.']","[u'Campbell J.', u'Elneny M.', u'Gibbs K.', u'Giroud O.', u'Iwobi A.', u'Mertesacker P.', u'Ospina D. ']","[(u'Fosu-Mensah T.', u'Rojo M.'), (u'Januzaj A.', u'Rashford M.'), (u'Elneny M.', u'Coquelin F.'), (u'Giroud O.', u'Walcott T.'), (u'Iwobi A.', u'Welbeck D.'), (u'Weir J.', u'Herrera A.')]",van Gaal L.,Wenger A.
Swansea,Stoke City,10/19/2015,L,0,1,Madley R. (Eng),20044,Liberty Stadium (Swansea),0.55,0.45,14,9,2,2,10,6,2,1,15,5,1,2,1,2,1,2,6,14,2,2,4 - 2 - 3 - 1,4 - 2 - 3 - 1,"[u'Ayew A.', u'Barrow M.', u'Cork J.', u'Fabianski L. ', u'Fernandez F.', u'Gomis B.', u'Montero J.', u'Rangel A.', u'Shelvey J.', u'Taylor N.', u'Williams A. ']","[u'Adam C.', u'Arnautovic M.', u'Butland J. ', u'Cameron G.', u'Johnson G.', u'Joselu', u'Krkic B.', u'Pieters E.', u'Shaqiri X.', u'Whelan G. ', u'Wollscheid P.']","[u'Bartley K.', u'Britton L.', u'Ki Sung-Yong', u'Eder', u'Naughton K.', u'Nordfeldt K. ', u'Sigurdsson G.']","[u'Afellay I.', u'Crouch P.', u'Haugaard J. ', u'Ireland S.', u'Muniesa M.', u'van Ginkel M.', u'Wilson M.']","[(u'Afellay I.', u'Arnautovic M.'), (u'Ki Sung-Yong', u'Cork J.'), (u'Eder', u'Ayew A.'), (u'Ireland S.', u'Krkic B.'), (u'van Ginkel M.', u'Adam C.'), (u'Sigurdsson G.', u'Barrow M.')]",Monk G.,Hughes M
Stoke City,Crystal Palace,12/19/2015,L,1,2,Madley R. (Eng),27500,Bet365 Stadium (Stoke on Trent),0.59,0.41,26,12,5,3,10,7,11,2,12,5,7,3,0,1,1,4,6,12,2,0,4 - 2 - 3 - 1,4 - 4 - 2,"[u'Afellay I.', u'Arnautovic M.', u'Butland J. ', u'Johnson G.', u'Krkic B.', u'Pieters E.', u'Shaqiri X.', u'Shawcross R. ', u'van Ginkel M.', u'Whelan G.', u'Wollscheid P.']","[u'Bolasie Y.', u'Dann S.', u'Delaney D. ', u'Hennessey W. ', u'Ledley J.', u'McArthur J.', u'Puncheon J.', u'Souare P.', u'Ward J.', u'Wickham C.', u'Zaha W.']","[u'Adam C.', u'Bardsley P.', u'Diouf M.', u'Haugaard J. ', u'Joselu', u'Walters J.', u'Wilson M.']","[u'Bamford P.', u'Chamakh M.', u'Hangeland B.', u'Kelly M.', u'Lee Chung-Yong', u'Mutch J.', u'Speroni J. ']","[(u'Adam C.', u'van Ginkel M.'), (u'Chamakh M.', u'Wickham C.'), (u'Lee Chung-Yong', u'Zaha W.'), (u'Walters J.', u'Whelan G.'), (u'Mutch J.', u'Puncheon J.')]",Hughes M,Pardew A.
Crystal Palace,Bournemouth,2/2/2016,L,1,2,Jones M. (Eng),24855,Selhurst Park (London),0.5,0.5,14,8,3,4,6,2,5,2,15,14,5,3,3,0,2,2,11,15,3,4,4 - 2 - 3 - 1,4 - 1 - 4 - 1,"[u'Campbell F.', u'Dann S.', u'Delaney D.', u'Hennessey W. ', u'Jedinak M. ', u'Lee Chung-Yong', u'McArthur J.', u'Puncheon J.', u'Souare P.', u'Ward J.', u'Zaha W.']","[u'Afobe B.', u'Arter H.', u'Boruc A. ', u'Cook S.', u'Daniels C.', u'Francis S. ', u'Gosling D.', u'Pugh M.', u'Ritchie M.', u'Smith A.', u'Surman A.']","[u'Adebayor E.', u'Boateng H.', u'Chamakh M.', u'Hangeland B.', u'Kelly M.', u'Mutch J.', u'Speroni J. ']","[u'Distin S.', u'Federici A. ', u'Grabban L.', u'Iturbe J.', u'King J.', u'Murray G.', u""O'Kane E.""]","[(u'Adebayor E.', u'Campbell F.'), (u'Distin S.', u'Arter H.'), (u'Chamakh M.', u'Lee Chung-Yong'), (u'Grabban L.', u'Ritchie M.'), (u'King J.', u'Afobe B.'), (u'Mutch J.', u'McArthur J.')]",Pardew A.,Howe E.
West Ham,Newcastle Utd,9/14/2015,W,2,0,Taylor A. (Eng),34907,Boleyn Ground (London),0.41,0.59,17,14,3,4,8,5,6,5,11,8,6,7,0,2,4,1,8,11,0,2,4 - 2 - 3 - 1,4 - 2 - 3 - 1,"[u'Cresswell A.', u'Kouyate C.', u'Lanzini M.', u'Moses V.', u'Noble M. ', u'Ogbonna A.', u'Payet D.', u'Randolph D. ', u'Reid W.', u'Sakho D.', u'Tomkins J.']","[u'Anita V.', u'Cisse P.', u'Colback J.', u'Coloccini F. ', u'Haidara M.', u'Janmaat D.', u'Krul T. ', u'Mbemba Ch.', u'Sissoko M.', u'Thauvin F.', u'Wijnaldum G.']","[u'Antonio M.', u'Carroll A.', u'Collins J.', u'Jelavic N.', u'Jenkinson C.', u'Obiang P.', u'Spiegel R. ']","[u'Aarons R.', u'Darlow K. ', u'de Jong S.', u'Gouffran Y.', u'Lascelles J.', u'Obertan G.', u'Perez A.']","[(u'Aarons R.', u'Wijnaldum G.'), (u'Carroll A.', u'Moses V.'), (u'de Jong S.', u'Anita V.'), (u'Jenkinson C.', u'Ogbonna A.'), (u'Obiang P.', u'Lanzini M.'), (u'Perez A.', u'Thauvin F.')]",Bilic S.,McClaren S.
Swansea,Chelsea,4/9/2016,W,1,0,Marriner A. (Eng),20966,Liberty Stadium (Swansea),0.39,0.61,12,8,6,2,3,3,3,3,16,17,1,9,1,3,2,5,15,13,5,4,4 - 2 - 3 - 1,4 - 2 - 3 - 1,"[u'Ayew A.', u'Cork J.', u'Fabianski L. ', u'Fer L.', u'Fernandez F.', u'Montero J.', u'Paloschi A.', u'Rangel A.', u'Sigurdsson G.', u'Taylor N.', u'Williams A. ']","[u'Azpilicueta C.', u'Baba Rahman A.', u'Begovic A. ', u'Fabregas C.', u'Ivanovic B. ', u'Loftus-Cheek R.', u'Miazga M.', u'Mikel J. O.', u'Oscar', u'Pato', u'Pedro']","[u'Amat J.', u'Barrow M.', u'Gomis B.', u'Ki Sung-Yong', u'Naughton K.', u'Nordfeldt K. ', u'Routledge W.']","[u'Aina O.', u'Colkett Ch.', u'Courtois T. ', u'Falcao', u'Kenedy', u'Palmer K.', u'Traore B.']","[(u'Gomis B.', u'Paloschi A.'), (u'Falcao', u'Loftus-Cheek R.'), (u'Naughton K.', u'Montero J.'), (u'Kenedy', u'Miazga M.'), (u'Routledge W.', u'Ayew A.'), (u'Traore B.', u'Pato')]",Guidolin F.,Hiddink G.
Everton,Tottenham,1/3/2016,D,1,1,Oliver M. (Eng),38482,Goodison Park (Liverpool),0.41,0.59,12,19,3,4,4,4,5,11,12,12,4,4,3,1,3,2,8,11,1,2,4 - 3 - 3,4 - 2 - 3 - 1,"[u'Baines L.', u'Barkley R.', u'Barry G. ', u'Cleverley T.', u'Coleman S.', u'Howard T. ', u'Kone A.', u'Lennon A.', u'Lukaku R.', u'Mori R.', u'Stones J.']","[u'Alderweireld T.', u'Alli D.', u'Carroll T.', u'Davies B.', u'Dier E.', u'Eriksen C.', u'Kane H.', u'Lamela E.', u'Lloris H. ', u'Vertonghen J.', u'Walker K.']","[u'Besic M.', u'Deulofeu G.', u'Galloway B.', u'Jagielka P.', u'Mirallas K.', u'Osman L.', u'Robles J. ']","[u'Bentaleb N.', u'Chadli N.', u'Onomah J.', u'Rose D.', u'Son Heung-Min', u'Trippier K.', u'Vorm M. ']","[(u'Besic M.', u'Kone A.'), (u'Deulofeu G.', u'Lennon A.'), (u'Chadli N.', u'Alli D.'), (u'Onomah J.', u'Lamela E.'), (u'Son Heung-Min', u'Eriksen C.')]",Martinez R.,Pochettino M.
Leicester,Arsenal,9/26/2015,L,2,5,Pawson C. (Eng),32047,King Power Stadium (Leicester),0.49,0.51,16,26,7,12,6,1,3,13,14,10,6,5,0,2,7,5,9,12,1,1,4 - 4 - 2,4 - 2 - 3 - 1,"[u'Albrighton M.', u'De Laet R.', u'Drinkwater D.', u'Huth R.', u'Kante N.', u'Mahrez R.', u'Morgan W. ', u'Okazaki S.', u'Schlupp J.', u'Schmeichel K. ', u'Vardy J.']","[u'Bellerin H.', u'Cazorla S.', u'Cech P. ', u'Flamini M.', u'Koscielny L.', u'Mertesacker P. ', u'Monreal N.', u'Ozil M.', u'Ramsey A.', u'Sanchez A.', u'Walcott T.']","[u'Dodoo J.', u'Inler G.', u'King A.', u'Kramaric A.', u'Schwarzer M. ', u'Simpson D.', u'Ulloa L.']","[u'Arteta M.', u'Chambers C.', u'Debuchy M.', u'Gibbs K.', u'Giroud O.', u'Ospina D. ', u'Oxlade-Chamberlain A.']","[(u'Arteta M.', u'Flamini M.'), (u'King A.', u'Okazaki S.'), (u'Kramaric A.', u'Drinkwater D.'), (u'Giroud O.', u'Walcott T.'), (u'Ulloa L.', u'Albrighton M.'), (u'Oxlade-Chamberlain A.', u'Ramsey A.')]",Ranieri C.,Wenger A.
Southampton,Crystal Palace,5/15/2016,W,4,1,Oliver M. (Eng),31313,St. Mary's Stadium (Southampton),0.5,0.5,18,16,5,4,11,4,2,8,14,9,2,5,2,1,3,1,7,14,1,2,4 - 2 - 3 - 1,4 - 2 - 3 - 1,"[u'Bertrand R.', u'Davis S.', u'Fonte J. ', u'Forster F. ', u'Long S.', u'Mane S.', u'Martina C.', u'Romeu O.', u'Tadic D.', u'van Dijk V.', u'Wanyama V.']","[u'Adebayor E.', u'Delaney D.', u'Gayle D.', u'Jedinak M. ', u'Mariappa A.', u'McArthur J.', u'Mutch J.', u'Puncheon J.', u'Souare P.', u'Speroni J. ', u'Ward J.']","[u'Austin C.', u'Cedric A.', u'Pelle G.', u'Reed H.', u'Stekelenburg M. ', u'Ward-Prowse J.', u'Yoshida M.']","[u'Campbell F.', u'Dann S.', u'Gray J.', u'Kaikai S.', u'Kelly M.', u'Lee Chung-Yong', u'McCarthy A. ']","[(u'Austin C.', u'Long S.'), (u'Pelle G.', u'Romeu O.'), (u'Kaikai S.', u'Mutch J.'), (u'Kelly M.', u'Ward J.'), (u'Ward-Prowse J.', u'Tadic D.'), (u'Lee Chung-Yong', u'McArthur J.')]",Koeman R.,Pardew A.
Liverpool,Tottenham,4/2/2016,D,1,1,Moss J. (Eng),44062,Anfield Road (Liverpool),0.42,0.58,15,18,7,5,2,7,6,6,12,11,12,9,0,1,4,6,11,11,2,0,4 - 2 - 3 - 1,4 - 2 - 3 - 1,"[u'Can E.', u'Clyne N.', u'Coutinho', u'Henderson J. ', u'Lallana A.', u'Lovren D.', u'Mignolet S. ', u'Milner J.', u'Moreno A.', u'Sakho M.', u'Sturridge D.']","[u'Alderweireld T.', u'Alli D.', u'Dembele M.', u'Dier E.', u'Eriksen C.', u'Kane H.', u'Lloris H. ', u'Rose D.', u'Son Heung-Min', u'Walker K.', u'Wimmer K.']","[u'Allen J.', u'Ibe J.', u'Origi D.', u'Skrtel M.', u'Smith B.', u'Toure K.', u'Ward D. ']","[u'Carroll T.', u'Chadli N.', u'Davies B.', u'Mason R.', u'Onomah J.', u'Trippier K.', u'Vorm M. ']","[(u'Allen J.', u'Lallana A.'), (u'Ibe J.', u'Milner J.'), (u'Chadli N.', u'Son Heung-Min'), (u'Origi D.', u'Sturridge D.'), (u'Mason R.', u'Alli D.')]",Klopp J.,Pochettino M.
Aston Villa,Tottenham,3/13/2016,L,0,2,Taylor A. (Eng),32393,Villa Park (Birmingham),0.38,0.62,11,19,2,8,5,6,4,5,9,9,5,8,3,2,6,2,6,6,,,4 - 3 - 3,4 - 2 - 3 - 1,"[u'Ayew J.', u'Cissokho A.', u'Gestede R.', u'Gil C.', u'Gueye I.', u'Guzan B. ', u'Hutton A.', u'Lescott J. ', u'Okore J.', u'Veretout J.', u'Westwood A.']","[u'Alderweireld T.', u'Alli D.', u'Dembele M.', u'Dier E.', u'Eriksen C.', u'Kane H.', u'Lamela E.', u'Lloris H. ', u'Rose D.', u'Walker K.', u'Wimmer K.']","[u'Bacuna L.', u'Bunn M. ', u'Clark C.', u'Green A.', u'Lyden J.', u'Richards M.', u'Sinclair S.']","[u'Carroll T.', u'Chadli N.', u'Davies B.', u'Mason R.', u'Son Heung-Min', u'Trippier K.', u'Vorm M. ']","[(u'Carroll T.', u'Eriksen C.'), (u'Chadli N.', u'Lamela E.'), (u'Green A.', u'Veretout J.'), (u'Mason R.', u'Alli D.'), (u'Sinclair S.', u'Gil C.')]",Garde R.,Pochettino M.
Norwich,Stoke City,8/22/2015,D,1,1,Dean M. (Eng),26771,Carrow Road (Norwich),0.46,0.54,21,6,7,1,8,4,6,1,8,19,9,0,2,4,0,6,16,5,4,1,4 - 4 - 1 - 1,4 - 2 - 3 - 1,"[u'Bassong S.', u'Brady R.', u'Dorrans G.', u'Hoolahan W.', u'Howson J.', u'Jerome C.', u'Martin R. ', u'Redmond N.', u'Ruddy J. ', u'Tettey A.', u'Whittaker S.']","[u'Afellay I.', u'Arnautovic M.', u'Butland J. ', u'Cameron G.', u'Diouf M.', u'Johnson G.', u'Muniesa M.', u'Pieters E.', u'Shaqiri X.', u'van Ginkel M.', u'Whelan G. ']","[u'Bennett R.', u'Grabban L.', u'Hooper G.', u'Johnson B.', u""O'Neil G."", u'Rudd D. ', u'Wisdom A.']","[u'Adam C.', u'Crouch P.', u'Given S. ', u'Ireland S.', u'Joselu', u'Wilson M.', u'Wollscheid P.']","[(u'Adam C.', u'van Ginkel M.'), (u'Johnson B.', u'Hoolahan W.'), (u'Ireland S.', u'Afellay I.'), (u""O'Neil G."", u'Howson J.'), (u'Joselu', u'Arnautovic M.')]",Neil A.,Hughes M
Stoke City,Leicester,9/19/2015,D,2,2,Marriner A. (Eng),27642,Bet365 Stadium (Stoke on Trent),0.55,0.45,11,12,4,5,5,6,2,1,13,9,3,4,3,1,3,2,7,12,1,4,4 - 2 - 3 - 1,4 - 4 - 2,"[u'Arnautovic M.', u'Butland J. ', u'Cameron G.', u'Johnson G.', u'Krkic B.', u'Pieters E.', u'Shaqiri X.', u'van Ginkel M.', u'Walters J.', u'Whelan G. ', u'Wilson M.']","[u'De Laet R.', u'Drinkwater D.', u'Huth R.', u'Inler G.', u'Kante N.', u'Mahrez R.', u'Morgan W. ', u'Okazaki S.', u'Schlupp J.', u'Schmeichel K. ', u'Vardy J.']","[u'Crouch P.', u'Given S. ', u'Ireland S.', u'Muniesa M.', u'Odemwingie P.', u'Joselu', u'Wollscheid P.']","[u'Albrighton M.', u'Benalouane Y.', u'King A.', u'Kramaric A.', u'Schwarzer M. ', u'Simpson D.', u'Ulloa L.']","[(u'Crouch P.', u'Arnautovic M.'), (u'Albrighton M.', u'Inler G.'), (u'Ireland S.', u'van Ginkel M.'), (u'King A.', u'Kante N.'), (u'Odemwingie P.', u'Krkic B.'), (u'Ulloa L.', u'Okazaki S.')]",Hughes M,Ranieri C.
Crystal Palace,West Brom,10/3/2015,W,2,0,Moss J. (Eng),24033,Selhurst Park (London),0.61,0.39,21,7,8,2,7,3,6,2,13,17,8,3,3,1,2,6,14,13,3,3,4 - 2 - 3 - 1,4 - 3 - 3,"[u'Bolasie Y.', u'Cabaye Y.', u'Dann S. ', u'Gayle D.', u'Hangeland B.', u'Hennessey W. ', u'Kelly M.', u'McArthur J.', u'Puncheon J.', u'Souare P.', u'Zaha W.']","[u'Berahino S.', u'Brunt C.', u'Dawson C.', u'Evans J.', u'Fletcher D. ', u'McAuley G.', u'McClean J.', u'Morrison J.', u'Myhill B. ', u'Rondon S.', u'Yacob C.']","[u'Bamford P.', u'Campbell F.', u'Gray J.', u'Ledley J.', u'Mariappa A.', u'McCarthy A. ', u'Sako B.']","[u'Anichebe V.', u'Chester J.', u'Gamboa C.', u'Gardner C.', u'Lambert R.', u'Lindegaard A. ', u'McManaman C.']","[(u'Campbell F.', u'Gayle D.'), (u'Chester J.', u'Evans J.'), (u'Ledley J.', u'Zaha W.'), (u'Gardner C.', u'Berahino S.'), (u'McManaman C.', u'Morrison J.')]",Pardew A.,Pulis T.
Norwich,Bournemouth,9/12/2015,W,3,1,Atkinson M. (Eng),27018,Carrow Road (Norwich),0.49,0.51,12,7,4,2,8,3,0,2,13,10,4,4,0,2,1,1,10,11,2,3,4 - 4 - 1 - 1,4 - 4 - 1 - 1,"[u'Bassong S.', u'Brady R.', u'Hoolahan W.', u'Howson J.', u'Jarvis M.', u'Jerome C.', u'Martin R. ', u'Redmond N.', u'Ruddy J. ', u'Tettey A.', u'Wisdom A.']","[u'Boruc A. ', u'Cook S.', u'Elphick T. ', u'Francis S.', u'King J.', u""O'Kane E."", u'Ritchie M.', u'Smith A.', u'Stanislas J.', u'Surman A.', u'Wilson C.']","[u'Bennett R.', u'Dorrans G.', u'Lafferty K.', u'Mbokani D.', u'Olsson Mart.', u""O'Neil G."", u'Rudd D. ']","[u'Bennett J.', u'Distin S.', u'Federici A. ', u'Gosling D.', u'Kermorgant Y.', u'Murray G.', u'Pugh M.']","[(u'Dorrans G.', u'Hoolahan W.'), (u'Mbokani D.', u'Jerome C.'), (u'Gosling D.', u""O'Kane E.""), (u'Olsson Mart.', u'Jarvis M.'), (u'Kermorgant Y.', u'Stanislas J.'), (u'Murray G.', u'King J.')]",Neil A.,Howe E.
Leicester,Everton,5/7/2016,W,3,1,Marriner A. (Eng),32140,King Power Stadium (Leicester),0.41,0.59,32,9,8,5,14,3,10,1,10,6,12,4,2,1,4,5,4,12,0,3,4 - 4 - 2,4 - 4 - 2,"[u'Albrighton M.', u'Fuchs Ch.', u'Kante N.', u'King A.', u'Mahrez R.', u'Morgan W. ', u'Okazaki S.', u'Schmeichel K. ', u'Simpson D.', u'Vardy J.', u'Wasilewski M.']","[u'Baines L. ', u'Barkley R.', u'Cleverley T.', u'Lennon A.', u'Lukaku R.', u'McCarthy J.', u'Niasse O. B.', u'Oviedo B.', u'Pennington M.', u'Robles J. ', u'Stones J.']","[u'Amartey D.', u'Chilwell B.', u'Gray D.', u'Inler G.', u'Schlupp J.', u'Schwarzer M. ', u'Ulloa L.']","[u'Besic M.', u'Connolly C.', u'Dowell K.', u'Gibson D.', u'Howard T. ', u'Mirallas K.', u'Osman L.']","[(u'Gray D.', u'Mahrez R.'), (u'Gibson D.', u'Cleverley T.'), (u'Schlupp J.', u'Albrighton M.'), (u'Mirallas K.', u'Niasse O. B.'), (u'Ulloa L.', u'Okazaki S.'), (u'Osman L.', u'Barkley R.')]",Ranieri C.,Martinez R.
